idkop;nmkop;kelurahan;kecamatan;nobh;tglbh;aktif;tdkaktif;Anggt;rat;tglrat;Krywn;Mngr;modalsendiri;modalluar;volusaha;shu;asset
 1 ; KUD. Tirtha Luhur ; Kel.Banyuning ; Buleleng ; 91/BH/PAD/KWK 22/III/1996 ;25/03/1996; 1 ; - ; 3.350 ; 1 ;06/02/2026; 7 ; 1 ; 2.286.364.874 ; 872.677.158 ; 1.898.307.250 ; 34.612.032 ; 3.159.042.032 
 2 ; KUD. Amreta Bhuana Sakti ; Desa Panji ; Sukasada ; 97/BH/PAD/KWK 22/III/1996 ;25/03/1996; 1 ; - ; 1.632 ; 1 ;22/04/2026; 5 ; 1 ; 788.391.982 ; 603.159.102 ; 763.928.700 ; 28.638.058 ; 1.391.551.084 
 3 ; KUD. Sari Pertiwi ; Desa Dencarik ; Banjar ; 95/BH/PAD/KWK 22/III/1996 ;25/03/1996; 1 ; - ; 2.213 ; 1 ;20/02/2026; 7 ; 1 ; 3.302.623.818 ; 1.378.135.891 ; 3.034.172.750 ; 74.331.403 ; 4.680.759.709 
 4 ; KUD. Nusa Partha ; Desa Kekeran ; Busungbiu ; 94/BH/PAD/KWK 22/III/96 ;25/03/1996; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 5 ; KUD. Banyu Amertha ; Desa Kayu putih ; Banjar ; 86/BH/PAD/KWK 22/III/96 ;25/03/1996; 1 ; - ; 1.292 ; 1 ;11/02/2026; 5 ; - ; 1.496.138.462 ; 187.945.122 ; 187.064.000 ; 30.155.000 ; 1.684.083.584 
 6 ; KUD. Seririt ; Desa Umeanyar ; Seririt ; 98/BH/PAD/KWK 22/III/1996 ;25/03/1996; 1 ; - ; 501 ; 1 ;11/02/2026; 8 ; 1 ; 1.793.848.580 ; 580.657.862 ; 1.173.650.000 ; 43.165.707 ; 2.374.506.442 
 7 ; KUD. Dharma Perkasa ; Desa Bungkulan ; Sawan ; 87/BH/PAD/KWK 22/III/1996 ;25/03/1996; - ; 1 ; 99 ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 8 ; KUD. Karma Bumi Amertha ; Kubutambahan ; Kubutambahan ; 88/BH/PAD/KWK 22/III/1996 ;25/03/1996; 1 ; - ; 2.968 ; - ;30/06/2018; 19 ; - ; 2.308.681.690 ; 2.677.424.982 ; 159.442.872 ; 4.774.376 ; 4.986.106.672 
 9 ; KUD. Dharma Prawerti ; Desa Tejakula ; Tejakula ; 92/BH/PAD/KWK 22/III/1996 ;25/03/1996; 1 ; - ; 2.356 ; 1 ;30/01/2026; 10 ; 2 ; 3.925.438.693 ; 1.671.743.705 ; 2.685.756.628 ; 54.685.748 ; 5.597.182.398 
 10 ; KUD. Swakarsa ; Desa Gerokgak ; Gerokgak ; 90/BH/PAD/KWK 22/III/1996 ;25/03/1996; 1 ; - ; 520 ; 1 ;26/02/2026; 6 ; 1 ; 1.186.428.020 ; 937.794.978 ; 1.292.913.950 ; 22.637.739 ; 2.124.222.998 
 11 ; KUD. Dapdap Putih ; Desa Tista ; Busungbiu ; 93/BH/PAD/KWK 22/III/1996 ;25/03/1996; 1 ; - ; 954 ; 1 ;17/04/2026; 4 ; 1 ; 725.953.617 ; 909.077.761 ; 485.467.749 ; (11.845.222); 1.635.031.378 
 12 ; KUD. Kerti Jaya Banyupoh ; Banyupoh ; Gerokgak ; 89/BH/PAD/KWK 22/III/1996 ;25/03/1996; 1 ; - ; 1.904 ; - ;29/03/2018; - ; - ; - ; - ; - ; - ; - 
 13 ; KUD. Swadaya ; Sukasada ; Sukasada ; 96/BH/PAD/KWK 22/III/1996 ;25/03/1996; 1 ; - ; 77 ; 1 ;23/01/2026; 3 ; - ; 1.395.765.296 ; 291.838.664 ; 895.700.300 ; 65.104.716 ; 1.687.603.960 
 14 ; KSU. Tabungan Nasional ; Kel. Kaliuntu ; Buleleng ; 05/PAD/BH/VIII/XI/1995 ;02/11/1995; 1 ; - ; 660 ; 1 ;08/03/2026; 8 ; 1 ; 2.571.118.550 ; 2.350.800.310 ; 2.688.167.428 ; 34.541.377 ; 4.921.918.860 
 15 ; KSU. Sudhamala ; Kel. Banyuasri ; Buleleng ; 182/BH/PAD/KWK 22/III/96 ;26/03/1996; 1 ; - ; 93 ; 1 ;07/03/2026; 1 ; - ; 536.276.918 ; 69.867.911 ; 384.350.000 ; 10.057.170 ; 606.144.829 
 16 ; KSU. Dharma Artha ; Desa Jinengdalem ; Buleleng ; 272/BH/PAD/KWK 22/III/1996 ;27/03/1996; 1 ; - ; 707 ; 1 ;07/03/2026; 5 ; 1 ; 1.069.699.074 ; 12.366.992.447 ; 6.031.197.000 ; 130.096.050 ; 13.436.691.521 
 17 ; KSU. Johor ; Desa Panji ; Sukasada ; 53/BH/PAD/KWK 22/III/1997 ;26/03/1997; 1 ; - ; 149 ; 1 ;21/02/2026; 2 ; - ; 475.115.689 ; 388.444.886 ; 366.564.500 ; 17.032.752 ; 863.560.575 
 18 ; KSU. Fajar ; Desa Bubunan ; Seririt ; 21/BH/PAD/KWK 22/II/1997 ;04/02/1997; 1 ; - ; 168 ; - ;28/2/2021; 1 ; - ; 91.593.884 ; 51.942.176 ; 2.500.000 ; 2.000.000 ; 143.536.060 
 19 ; KSU. Eka Cita ; Desa Telaga ; Busungbiu ; 69/BH/PAD/KWK 22/III/1997 ;29/03/1997; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 20 ; KSU. BMT Setia Utama ; Kampung bugis ; Buleleng ; 22/BH/KDK.22.1/XII/1998 ;22/12/1998; 1 ; - ; 102 ; 1 ;07/02/2026; 2 ; - ; 908.515.750 ; 4.039.002.486 ; 718.425.819 ; 27.258.316 ; 4.947.518.236 
 21 ; KSU. Satya Karya ; Desa Ambengan ; Sukasada ; 04/BH/KDK 22.1/III/1999 ;14/03/1999; 1 ; - ; 89 ; 1 ;24/01/2026; 9 ; 1 ; 1.149.695.476 ; 6.901.729.465 ; 5.027.581.370 ; 84.160.000 ; 8.051.424.941 
 22 ; KSU. Karya Mandiri        ; Kel Bhaktiseraga ; Buleleng ; 16/BH/KDK/22.1/IX/1999 ;29/09/1999; 1 ; - ; 75 ; 1 ;11/03/2026; 15 ; 2 ; 1.817.970.194 ; 1.072.396.145 ; 2.830.981.912 ; 97.295.200 ; 2.890.366.339 
 23 ; KSU. Pudak Saba ; Patemon ; Seririt ; 17/BH/KDK/22.1/IX/1999 ;29/09/1999; 1 ; - ; 91 ; 1 ;31/03/2026; 9 ; 1 ; 1.276.609.948 ; 10.969.106.163 ; 9.257.516.058 ; 89.850.000 ; 12.245.716.111 
 24 ; KSU. Sari Sedana ; Sinabun ; Sawan ; 04/BH/Diskop/II/2004 ;25/02/2004; 1 ; - ; 311 ; 1 ;08/03/2026; 4 ; 1 ; 483.963.340 ; 5.094.472.459 ; 3.950.399.741 ; 15.366.740 ; 5.578.435.799 
 25 ; KSU. Yoga Sadhana Prasada ; Desa Unggahan ; Seririt ; 10/BH/Diskop/V/2004 ;18/05/2004; 1 ; - ;; 1 ;24/01/2026; 2 ; - ; 1.959.838.248 ; 3.911.948.994 ; 4.262.800.000 ; 199.263.049 ; 5.871.787.242 
 26 ; KSU. Widya Mandiri ; Kel. Banyuasri ; Buleleng ; 13/BH/Diskop/VII/2004 ;19/07/2004; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 27 ; KSU. Abdi Dharma ; Desa Tukadmungga ; Buleleng ; 08/BH/Diskop/X/2003 ;03/10/2003; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 28 ; KSU. Dana Asti ; Desa Anturan ; Buleleng ; 01/BH/PAD/Diskop/I/2003 ;27/01/2003; 1 ; - ; 482 ; 1 ;17/01/2026; 17 ; 1 ; 1.215.738.906 ; 3.055.482.795 ; 933.774.383 ; 29.087.026 ; 4.271.221.701 
 29 ; KSU. Mitra Jaya ; Kel. Penarukan ; Buleleng ; 05/BH/KDK 22.1/X/2000 ;06/10/2000; 1 ; - ; 32 ; - ;20/2/2021; 4 ; - ; 184.318.372 ; 826.082.937 ; 19.000.000 ; 127.392 ; 1.010.401.309 
 30 ; KSU. Pucak Manik Merta ; Desa Sepang ; Busungbiu ; 06/BH/Diskop/X/2000 ;09/10/2000; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 31 ; KSU. Tunas Muda ; Desa Gitgit ; Sukasada ; 08/BH/KDK 22. 1/XII/2000 ;04/12/2000; 1 ; - ; 116 ; - ;15/2/2021; 2 ; - ; 395.490.472 ; 147.036.920 ; 509.424.170 ; 14.674.925 ; 542.527.392 
 32 ; KSU. Putra Abadi ; Seririt ; Seririt ; 09/BH/KDK 22.1/XII/2000 ;12/12/2000; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 33 ; KSU. Sari Mertha Utama ; Kel. Bjr Jawa ; Buleleng ; 02/BH/Diskop/IV/2002 ;05/04/2002; 1 ; - ; 33 ; 1 ;24/04/2026; 6 ; - ; 233.720.249 ; 1.140.557.827 ; 1.168.192.200 ; 11.000.151 ; 1.374.278.076 
 34 ; KSU. Tri Dwi Eka  ; Kel Penarukan ; Buleleng ; 20/BH/Diskop/XI/2004 ;10/11/2004; 1 ; - ; 453 ; 1 ;14/02/2026; 6 ; 1 ; 675.847.750 ; 1.295.930.917 ; 1.476.696.417 ; 17.711.138 ; 1.971.778.667 
 35 ; KSU. Wana Agung ; Desa Sumberklampok ; Gerokgak ; 15/BH/Diskop/XII/2002 ;11/12/2002; 1 ; - ; 260 ; - ;01/08/2019; 3 ; - ; 418.354.806 ; 342.019.262 ; 250.000.000 ; 7.687.372 ; 760.374.068 
 36 ; KSU. Bhakti Pertiwi ; Desa Pancasari ; Sukasada ; 16/BH/Diskop/XII/2002 ;11/12/2002; 1 ; - ; 269 ; 1 ;02/03/2026; 4 ; 1 ; 1.679.599.582 ; 1.786.832.960 ; 2.392.558.500 ; 73.161.288 ; 3.466.432.542 
 37 ; KSU. Juru Amerta  ; Kel. Kaliuntu ; Buleleng ; 17/BH/Diskop/XII/2002 ;11/12/2002; 1 ; - ; 41 ; - ;07/02/2021; 4 ; - ; 151.852.793 ; 534.003.872 ; 234.274.000 ; 1.561.486 ; 685.856.665 
 38 ; KSU. Prima Dana Pasar ; Kel. Banyuasri ; Buleleng ; 26/BH/Diskop/XII/2004 ;20/12/2004; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 39 ; KSU. Adintara Kerti ; Desa Sangsit ; Buleleng ; 14/BH/Diskop/VIII/2004 ;16/08/2004; 1 ; - ; 33 ; - ;28/03/2018; 14 ; - ; 1.666.972.782 ; 129.702.638 ; 1.403.681.000 ; 16.253.111 ; 1.796.675.420 
 40 ; KSU. Nirmala Tirta ; Desa Banjar ; Banjar ; 05/BH/PAD/Diskop/VII/2003 ;17/07/2003; 1 ; - ; 230 ; 1 ;10/03/2026; 4 ; 1 ; 360.733.046 ; 339.002.959 ; 595.828.893 ; 4.646.031 ; 699.736.005 
 41 ; KSU. Cipta Sejahtera ; Desa Anturan ; Buleleng ; 04/BH/Disperindagkop/V/2005 ;25/05/2005; 1 ; - ; 177 ; 1 ;27/02/2026; 4 ; - ; 1.393.456.203 ; 1.520.332.789 ; 1.550.669.732 ; 105.283.450 ; 2.913.788.992 
 42 ; KSU. Laksana Jati ; Desa Pemaron ; Buleleng ; 05/BH/Disperindagkop/V/2005 ;25/05/2005; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 43 ; KSU. Anyar Sari ; Desa Sembiran ; Tejakula ; 09/BH/Disperindagkop/VII/2005 ;04/07/2005; 1 ; - ; 258 ; 1 ;21/02/2026; 2 ; - ; 1.530.754.479 ; 12.972.620.867 ; 7.641.583.551 ; 121.990.061 ; 14.503.375.346 
 44 ; KSU. Anugrah Sari ; Desa Temukus ; Banjar ; 12/BH/Disperindagkop/VII/2005 ;20/07/2005; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 45 ; KSU. Bina Pertiwi ; Desa Madenan ; Tejakula ; 13/BH/Disperindagkop/VIII/2005 ;10/08/2005; 1 ; - ; 25 ; 1 ;09/04/2026; 5 ; - ; 844.510.578 ; 3.040.718.243 ; 2.504.131.000 ; 51.682.532 ; 3.885.228.821 
 46 ; KSU. Sari Jati Ayu ; Desa Sangsit ; Sawan ; 21/BH/Diskop/XI/2004 ;10/11/2004; 1 ; - ; 60 ; - ;17/02/2018; 8 ; 1 ; 323.819.374 ; 1.084.252.074 ; 841.086.500 ; 21.286.026 ; 1.408.071.448 
 47 ; KSU. Usaha Jaya ; Desa Celukan bawang ; Gerokgak ; 16/BH/Disperindagkop/VIII/2005 ;23/08/2005; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 48 ; KSU. Mitra Dana Mandiri ; Kel. Banyuning ; Buleleng ; 19/BH/Disperindagkop/VIII/2005 ;30/08/2005; 1 ; - ; 132 ; - ;23/02/2025; 5 ; - ; 330.271.149 ; 521.237.064 ; 613.300.000 ; 20.151.050 ; 851.508.213 
 49 ; KSU. Tirta Wana Amerta ; Desa Wana Giri ; Sukasada ; 22/BH/Disperindagkop/X/2005 ;24/10/2005; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 50 ; KSU. Bali Indah ; Desa Banjar ; Banjar ; 24/BH/Disperindagkop/X/2005 ;31/10/2005; 1 ; - ; 73 ; 1 ;20/02/2026; 13 ; 1 ; 229.064.485 ; 265.731.384 ; 529.186.250 ; 9.231.863 ; 494.795.869 
 51 ; KSU. Apik ; Kel. Bhaktiseraga ; Buleleng ; 27/BH/Disperindagkop/III/2006 ;28/03/2006; 1 ; - ; 49 ; - ;06/04/2019; 1 ; 1 ; 211.228.574 ; - ; 2.500 ; - ; 211.228.574 
 52 ; KSU. Kencana Arta ; Desa Menyali ; Sawan ; 31/BH/Disperindagkop/V/2006 ;09/05/2006; 1 ; - ; 21 ; - ;26/3/2023; 4 ; 1 ; 82.070.867 ; 116.779.953 ; 115.005.000 ; 12.556.300 ; 198.850.820 
 53 ; KSU. Sekaa Demen. ; Kel. Banyuning  ; Buleleng ; 35/BH/Disperindagkop/VI/2006 ;14/06/2006; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 54 ; KSU. Dana Mutiara Horison ; Desa Busungbiu ; Busungbiu ; 36/BH/Disperindagkop/VII/2006 ;31/07/2006; 1 ; - ; 796 ; 1 ;23/01/2026; 12 ; 1 ; 607.664.546 ; 2.839.231.507 ; 2.549.503.850 ; 77.400.268 ; 3.446.896.053 
 55 ; KSU. Gema Bersama ; Desa Ambengan ; Sukasada ; 40/BH/Disperindagkop/VIII/2006 ;02/08/2006; 1 ; - ; 401 ; 1 ;25/03/2026; 4 ; - ; 288.616.180 ; 5.741.938.025 ; 4.661.944.189 ; 30.065.035 ; 6.030.554.205 
 56 ; KSU. Laksmi Prasanthi ; Desa Tembok ; Tejakula ; 41/BH/Disperindagkop/VIII/2006 ;28/08/2006; 1 ; - ; 424 ; 1 ;20/01/2026; 5 ; - ; 2.009.649.602 ; 4.751.493.440 ; 5.900.206.373 ; 117.307.045 ; 6.761.143.042 
 57 ; KSU. Karya Jati Mandiri ; Desa Tukadmungga ; Buleleng ; 44/BH/Disperindagkop/X/2006 ;18/10/2006; 1 ; - ; 30 ; 1 ;04/03/2026; 10 ; - ; 94.302.882 ; 151.721.318 ; 197.726.521 ; 406.620 ; 246.024.200 
 58 ; KSU. Karya Dharma Sakti ; Desa Celukan bawang ; Gerokgak ; 45/BH/Disperindagkop/XII/2006 ;01/12/2006; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 59 ; KSU. Dagang Negara. ; Desa Bhaktiseraga ; Buleleng ; 03/BH/KDK 22.1/XII/1998 ;22/12/1998; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 60 ; KSU. Asti Taman Sari ; Desa Alasangker ; Buleleng ; 48/BH/Disperindagkop/XII/2006 ;07/12/2006; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 61 ; KSU. Jaya Abadi ; Desa Sumberkima ; Gerokgak ; 47/BH/Disperindagkop/XI/2006 ;13/11/2006; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 62 ; KSU. Tani Mekar ; Desa Tembok ; Tejakula ; 53/BH/Disperindagkop/XII/2006 ;18/12/2006; 1 ; - ; 21 ; - ;08/02/2019; 2 ; - ; 13.669.731 ; 43.883.299 ; 22.468.260 ; 935.770 ; 57.553.030 
 63 ; KSU. Karya Nadi ; Desa Patas ; Gerokgak ; 04/BH/XXVII.3/IV/2007 ;20/04/2007; 1 ; - ; 25 ; 1 ;12/04/2026; 9 ; - ; 652.425.138 ; 7.275.831.163 ; 2.539.081.700 ; 41.973.570 ; 7.928.256.301 
 64 ; KSU. Dharma Hastuti ; Desa Kayu Putih ; Banjar ; 08/BH/XXVII. 3/VII/2007 ;27/07/2007; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 65 ; KSU. Makmur Sejahtera ; Kel. Banyuning ; Buleleng ; 13/BH/XXVII. 3/X/2007 ;05/10/2007; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 66 ; KSU. Tresna Jati ; Kel. Sukasada ; Sawan ; 15/BH/XXVII.3/XII/2007 ;03/12/2007; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 67 ; KSU. Dana Yasa Abadi ; Desa Kalibukbuk ; Buleleng ; 17/BH/XXVII. 3/II/2008 ;25/02/2008; 1 ; - ; 480 ; 1 ;20/04/2026; 5 ; - ; 822.122.770 ; 686.004.500 ; 1.464.763.370 ; 277.322.770 ; 1.508.127.270 
 68 ; KSU. Krama Banyuning Desa ; Kel. Banyuning ; Buleleng ; 20/BH/XXVII. 3/IV/2008 ;16/04/2008; 1 ; - ; 288 ; 1 ;27/02/2026; 4 ; - ; 617.158.236 ; 402.755.527 ; 894.878.400 ; 10.488.984 ; 1.019.913.763 
 69 ; KSU. Arjana Subiksa ; Desa Pegadungan ; Sukasada ; 23/BH/XXVII. 3/IV/2008 ;23/04/2008; 1 ; - ; 159 ; 1 ;14/02/2026; 3 ; - ; 751.569.478 ; 3.688.954.213 ; 1.993.921.000 ; 39.890.875 ; 4.440.523.691 
 70 ; KSU. Suka Duka Shanti ; Desa Banyuatis ; Banjar ; 27/BH/XXVII. 3/V/2008 ;15/05/2008; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 71 ; KSU. Cipta Dharma Sejahtera ; Desa Bebetin ; Sawan ; 29/BH/XXVII. 3/V/2008 ;19/05/2008; 1 ; - ; 59 ; - ;17/1/2021; 6 ; - ; 681.442.728 ; 617.708.668 ; 1.713.750.000 ; 4.890.365 ; 1.299.151.396 
 72 ; KSU. Mekar Sari Jaya ; Kel. Penarukan ; Buleleng ; 30/BH/XXVII. 3/V/2008 ;22/05/2008; 1 ; - ; 30 ; - ;19/02/2023; 5 ; - ; 303.654.848 ; 229.328.397 ; 257.627.245 ; 10.460.452 ; 532.983.245 
 73 ; KSU. Fajar Harapan ; Desa Nagasepaha ; Buleleng ; 39/BH/XXVII. 3/X/2008 ;16/10/2008; 1 ; - ; 118 ; - ;09/03/2025; 3 ; - ; 473.145.232 ; 476.227.703 ; 323.524.000 ; 19.997.485 ; 949.372.935 
 74 ; KSU. Tri Dasi Caka Tunggal ; Desa Pegadungan ; Sukasada ; 42/BH/XXVII. 3/X/2008 ;31/10/2008; 1 ; - ; 26 ; 1 ;20/04/2026; 1 ; - ; 7.522.165 ; 18.172.099 ; 19.037.250 ; 1.079.450 ; 25.694.264 
 75 ; KSU. Dana Lestari ; Kel. Banyuning ; Buleleng ; 45/BH/XXVII. 3/XII/2008 ;23/12/2008; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 76 ; KSU. Anugrah Sejati ; Desa Jagaraga ; Sawan ; 48/BH/XXVII. 3/IV/2009 ;20/04/2009; 1 ; - ; 105 ; - ;13/02/2025; 1 ; - ; 150.270.800 ; 74.379.200 ; 201.000.000 ; 4.798.750 ; 224.650.000 
 77 ; KSU. Sata Winangun ; Desa Sambirenteng ; Tejakula ; 47/BH/XXVII. 3/IV/2009 ;20/04/2009; 1 ; - ; 87 ; 1 ;07/03/2026; - ; - ; 181.913.701 ; 13.053.217 ; 269.533.000 ; 16.346.986 ; 194.966.918 
 78 ; KSU. Lumbung Arta Abadi ; Desa Kayu Putih ; Banjar ; 50/BH/XXVIII.3/X/2009 ;02/10/2009; 1 ; - ; 52 ; - ;28/07/2023; 3 ; 1 ; 174.663.275 ; 727.452.413 ; 816.628.688 ; 11.425.529 ; 902.115.688 
 79 ; KSU. Tunas Mertha Mandiri ; Banjar tegal ; Buleleng ; 53/BH/XXVIII.3/X/2009 ;02/10/2009; 1 ; - ; 45 ; - ;25/2/2024; 21 ; - ; 125.755.227 ; 193.532.973 ; 319.225.200 ; 2.557.200 ; 319.288.200 
 80 ; KSU. Tri Jaya ; Desa Alasangker ; Buleleng ; 58/BH/XXVII. 3/XI/2009 ;30/11/2009; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 81 ; KSU. Sedana Murti ; Desa Bondalem ; Tejakula ; 59/BH/XXVII. 3/XI/2009 ;30/11/2009; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 82 ; KSU. Putra Dewata ; Desa Banjar Asem ; Seririt ; 61/BH/XXVII.3/XII/2009 ;28/12/2009; 1 ; - ; 26 ; - ;30/06/2018; - ; - ; 316.232.998 ; 198.334.216 ; 243.604.000 ; 30.095 ; 514.567.214 
 83 ; KSU. Anugerah Mandiri ; Desa Sumber Kima ; Gerokgak ; 62/BH/XXVII.3/XII/2009 ;28/12/2009; 1 ; - ; 532 ; 1 ;29/03/2026; 8 ; 1 ; 984.720.898 ; 8.899.697.242 ; 6.987.431.100 ; 36.997.929 ; 9.884.418.140 
 84 ; KSU. Tunggal Sejahtera ; Kerobokan ; Sawan ; 87/BH/XXVII.3/XI/2010 ;22/11/2010; 1 ; - ; 49 ; 1 ;09/02/2026; 1 ; - ; 307.447.071 ; 18.596.466 ; 130.915.759 ; 19.105.106 ; 326.043.537 
 85 ; KSU. Ampuh ; Kel. Banjar Tegal ; Buleleng ; 67/BH/XXVII. 3/V/2010 ;02/05/2010; 1 ; - ; 321 ; 1 ;27/02/2026; 4 ; - ; 794.256.729 ; 1.431.818.777 ; 1.059.617.999 ; 20.322.653 ; 2.226.075.506 
